age,job,marital,education,default,balance,housing,loan,uid
56,retired,married,secondary,no,344,yes,no,3316
35,student,divorced,primary,no,2755,yes,no,37813
39,technician,married,secondary,no,116,no,no,39408
58,admin.,married,secondary,no,4962,no,yes,24338
52,technician,married,secondary,no,272,no,yes,15004
27,services,single,secondary,no,4923,yes,no,4357
43,technician,married,secondary,no,473,yes,no,29638
53,entrepreneur,married,secondary,no,0,yes,no,14009
35,admin.,married,secondary,no,11,yes,no,16388
43,services,married,secondary,no,94,yes,yes,24134
39,technician,divorced,secondary,no,385,no,no,41774
40,management,single,secondary,no,192,yes,no,3951
57,management,married,tertiary,no,1636,no,no,24222
58,management,married,primary,no,1052,yes,no,35293
56,management,married,tertiary,no,0,no,yes,11778
55,management,married,tertiary,no,134,no,no,20577
27,services,single,secondary,no,44,no,no,44716
58,unknown,married,unknown,no,68,no,no,31537
38,entrepreneur,married,secondary,no,830,yes,no,4172
42,technician,married,secondary,yes,55,yes,no,15815
45,blue-collar,married,primary,no,5461,yes,no,26775
26,technician,married,tertiary,no,233,yes,no,16940
54,management,single,tertiary,no,3294,yes,no,16980
39,admin.,married,primary,no,444,yes,no,35794
42,management,married,tertiary,no,0,yes,no,15497
53,technician,married,tertiary,no,476,yes,no,27944
32,blue-collar,single,primary,no,611,yes,no,1201
59,blue-collar,married,primary,no,80,yes,no,18274
37,services,married,secondary,no,1970,yes,no,24131
40,admin.,married,secondary,no,220,yes,no,12438
26,management,married,tertiary,no,243,no,no,39553
37,services,married,tertiary,no,0,yes,no,7598
27,blue-collar,married,tertiary,no,335,yes,no,12321
36,unknown,married,secondary,no,179,no,no,20067
41,admin.,single,secondary,no,669,yes,no,32379
51,entrepreneur,married,secondary,no,5403,yes,no,25673
33,admin.,single,secondary,no,549,yes,no,32087
35,management,divorced,tertiary,no,3751,yes,no,32298
35,blue-collar,married,secondary,no,0,yes,yes,7091
46,services,married,secondary,no,273,no,no,22466
36,blue-collar,married,primary,no,0,no,no,13674
42,housemaid,married,secondary,no,808,yes,no,13509
29,technician,married,secondary,no,7836,yes,no,11590
59,housemaid,married,primary,no,1100,no,no,21320
41,management,married,tertiary,no,144,no,no,31167
56,unemployed,single,primary,no,1110,no,no,30106
53,management,married,primary,no,351,yes,no,6425
45,self-employed,married,secondary,no,396,no,no,23669
49,blue-collar,single,secondary,no,-195,yes,no,14155
36,services,single,secondary,no,-253,yes,no,32047
35,management,married,tertiary,no,2161,no,no,43248
25,student,single,secondary,no,1116,yes,no,31217
27,student,single,secondary,no,253,no,no,39525
76,retired,married,primary,no,3324,no,no,40988
28,management,single,tertiary,no,-62,no,no,44542
32,services,married,secondary,no,250,yes,no,7262
29,management,married,tertiary,no,1387,yes,no,39268
56,blue-collar,married,unknown,no,665,yes,no,11811
38,services,single,secondary,no,0,yes,no,6087
45,management,married,tertiary,no,0,no,no,20093
43,services,married,secondary,no,2145,no,no,39407
31,housemaid,married,primary,no,25,no,no,22286
31,technician,single,secondary,no,90,no,yes,43866
52,technician,married,secondary,no,463,yes,no,30028
54,management,single,tertiary,no,4393,yes,no,3983
37,management,single,tertiary,no,600,yes,no,24567
43,admin.,divorced,secondary,no,738,yes,no,3108
36,admin.,divorced,secondary,no,1089,yes,no,36976
37,blue-collar,married,secondary,no,2364,yes,no,36529
38,blue-collar,single,secondary,no,2580,yes,no,31851
41,services,married,primary,no,450,yes,no,32776
45,management,married,tertiary,no,-206,yes,no,35128
32,blue-collar,married,primary,no,1287,yes,no,32055
35,blue-collar,married,unknown,no,1662,no,no,18464
36,management,single,tertiary,no,3139,no,no,8352
40,management,single,tertiary,no,185,no,no,23965
39,blue-collar,married,primary,no,2169,no,no,10774
39,services,married,secondary,no,1323,yes,yes,14907
59,unknown,married,secondary,no,402,no,no,16852
56,management,married,primary,yes,-255,yes,no,36014
25,services,single,secondary,no,93,no,no,14844
33,blue-collar,married,primary,no,5151,yes,yes,26283
51,entrepreneur,married,secondary,no,934,yes,yes,37540
30,technician,single,secondary,no,516,yes,no,34890
43,blue-collar,divorced,secondary,no,370,yes,no,855
35,blue-collar,married,secondary,no,514,yes,no,4728
33,management,single,tertiary,no,718,yes,no,44031
41,technician,single,tertiary,no,445,yes,no,32755
35,management,single,tertiary,no,31,yes,no,14410
28,blue-collar,single,secondary,no,1735,yes,no,33418
34,services,married,secondary,no,0,yes,no,4421
41,services,married,secondary,no,4283,yes,no,10302
29,services,single,unknown,no,33,no,no,12460
49,blue-collar,married,primary,no,1032,yes,no,8208
52,admin.,married,secondary,no,70,yes,no,8640
48,technician,married,secondary,no,1939,yes,yes,19364
67,retired,married,tertiary,no,2841,no,no,29298
27,admin.,single,tertiary,no,3672,yes,no,38710
47,unemployed,married,primary,no,122,no,yes,9315
35,management,single,tertiary,no,1891,yes,no,29538
35,technician,married,secondary,no,451,yes,yes,36735
30,technician,married,tertiary,no,1126,yes,no,4864
50,management,divorced,tertiary,no,30,no,no,21822
40,technician,married,secondary,no,-357,yes,no,14955
35,blue-collar,married,secondary,no,1209,yes,no,6015
41,blue-collar,single,secondary,no,98,no,yes,15577
40,technician,married,tertiary,no,206,no,no,43527
48,management,married,secondary,no,438,no,no,29826
39,blue-collar,married,secondary,no,2457,no,no,17797
45,technician,married,secondary,no,0,yes,no,7174
48,technician,single,tertiary,no,0,no,no,10537
56,admin.,married,primary,no,202,yes,no,1776
29,technician,married,secondary,no,-28,no,no,12857
50,blue-collar,married,primary,no,238,no,no,21977
42,services,married,secondary,no,1007,no,no,9061
29,management,married,tertiary,no,13186,yes,no,36775
48,technician,married,secondary,no,0,yes,yes,12505
37,services,single,secondary,no,23,yes,no,44013
33,admin.,single,secondary,no,572,yes,no,28786
43,blue-collar,married,primary,no,-101,yes,no,3109
41,services,single,secondary,no,92,no,no,27110
25,blue-collar,married,secondary,no,192,yes,no,7043
36,admin.,single,secondary,no,787,no,no,10939
29,admin.,married,secondary,no,795,yes,yes,13942
44,services,married,secondary,no,983,no,no,27812
50,management,divorced,secondary,no,2,no,no,25894
34,management,married,tertiary,no,3167,yes,yes,26928
39,technician,divorced,tertiary,no,665,yes,no,35908
47,blue-collar,married,primary,no,1236,no,no,28007
38,technician,married,secondary,no,275,yes,no,31564
31,management,single,tertiary,no,1858,no,no,20625
26,technician,single,secondary,no,668,yes,no,6632
43,management,married,tertiary,no,1264,yes,no,37463
40,blue-collar,divorced,secondary,no,-349,no,yes,14510
48,blue-collar,married,secondary,no,1631,yes,no,6057
51,blue-collar,married,secondary,no,2964,yes,no,32279
50,technician,married,secondary,no,2242,no,no,24632
47,technician,single,secondary,no,736,no,no,17669
42,unemployed,married,primary,no,259,yes,no,3187
29,admin.,married,tertiary,no,238,no,no,31165
32,admin.,single,tertiary,no,211,no,no,23632
33,blue-collar,single,primary,no,1390,yes,no,5096
51,blue-collar,married,secondary,no,19,no,no,40251
25,blue-collar,single,secondary,no,-247,yes,no,16292
38,admin.,single,secondary,no,-327,no,no,16150
59,management,divorced,tertiary,no,1304,no,no,11162
37,blue-collar,married,secondary,no,-57,yes,yes,35131
42,management,married,tertiary,no,-700,yes,no,2852
34,technician,single,tertiary,no,2,yes,no,2537
37,management,married,tertiary,no,238,no,no,42862
42,unknown,single,secondary,no,1456,no,no,10362
26,technician,single,secondary,no,2087,no,no,1206
33,management,single,tertiary,no,318,yes,no,31820
44,admin.,single,secondary,no,1534,no,no,40720
44,self-employed,married,unknown,no,163,yes,no,34317
45,admin.,married,secondary,no,362,no,no,20573
50,management,married,tertiary,no,1759,no,no,21557
51,technician,married,secondary,no,463,yes,no,2557
45,entrepreneur,married,primary,no,276,yes,yes,37780
47,management,single,tertiary,no,216,yes,no,17504
31,management,single,tertiary,no,775,yes,no,34315
36,blue-collar,married,primary,no,4138,no,no,10358
30,services,married,secondary,no,1256,yes,no,39028
43,housemaid,married,primary,no,0,yes,no,22727
38,technician,single,tertiary,no,0,no,no,41344
29,technician,married,tertiary,no,-722,no,yes,12367
29,management,married,tertiary,no,1713,yes,no,29820
25,student,single,secondary,no,41,yes,no,34272
40,technician,married,secondary,no,0,no,no,32102
35,blue-collar,married,secondary,no,67,no,no,4655
55,retired,married,secondary,no,168,no,no,21676
35,technician,divorced,secondary,no,82,no,no,21781
33,technician,married,secondary,no,3470,no,no,20219
24,management,single,tertiary,no,736,yes,no,43485
30,blue-collar,married,secondary,no,0,yes,no,5692
31,management,married,tertiary,no,1812,no,no,34006
36,blue-collar,married,secondary,no,-100,yes,no,8570
39,technician,married,secondary,no,3494,yes,no,21531
42,management,married,tertiary,no,2463,no,no,41972
48,self-employed,married,tertiary,no,929,no,no,28333
50,management,married,tertiary,no,290,no,yes,19913
33,services,divorced,secondary,no,44,no,yes,16368
45,unemployed,married,secondary,no,7203,no,no,43601
44,blue-collar,married,secondary,no,406,yes,no,8875
43,technician,single,secondary,no,28,yes,no,3136
46,entrepreneur,single,tertiary,no,580,yes,no,2495
42,self-employed,married,secondary,no,0,no,no,18697
27,technician,single,tertiary,no,4003,no,no,33951
33,management,married,tertiary,no,1388,yes,no,43834
30,technician,single,secondary,no,1692,yes,yes,6644
51,management,married,tertiary,no,-898,no,no,28583
37,blue-collar,married,primary,no,178,yes,yes,9780
56,blue-collar,married,primary,no,373,yes,no,6153
33,technician,single,secondary,no,211,yes,yes,30746
55,entrepreneur,married,tertiary,no,12731,yes,no,14964
50,housemaid,married,tertiary,no,6181,no,no,10947
36,management,single,tertiary,no,26,no,no,24001
29,services,single,secondary,no,487,yes,yes,2007
54,management,married,tertiary,no,1598,no,yes,15808
29,services,single,secondary,no,-287,yes,no,39017
57,services,married,secondary,no,1556,yes,no,26576
34,technician,single,unknown,no,4223,no,yes,26419
27,student,divorced,unknown,no,383,no,no,44122
49,management,married,tertiary,no,0,no,no,19344
53,blue-collar,married,primary,no,1311,no,no,32092
31,management,married,tertiary,no,4924,yes,no,25503
38,management,married,secondary,no,93,no,no,12575
34,management,married,tertiary,no,997,yes,yes,27066
30,technician,single,tertiary,no,419,yes,yes,7014
38,technician,married,secondary,no,0,no,no,13261
50,management,divorced,tertiary,no,5164,yes,no,8198
32,technician,married,tertiary,no,1868,no,no,23349
34,services,single,secondary,no,194,yes,yes,32141
31,services,married,secondary,no,447,no,no,31375
39,management,divorced,tertiary,no,517,yes,yes,2832
45,blue-collar,married,primary,yes,153,no,yes,15469
48,blue-collar,married,primary,no,575,no,no,3576
29,services,single,secondary,no,23,yes,yes,38772
30,technician,single,secondary,yes,1,no,no,19617
53,blue-collar,married,secondary,no,913,yes,no,16268
26,services,single,secondary,no,-189,no,yes,15118
50,housemaid,married,primary,no,0,no,no,23635
19,student,single,unknown,no,5368,no,no,34282
51,services,married,secondary,no,540,yes,no,9055
26,blue-collar,single,primary,no,1538,no,yes,17260
26,self-employed,single,tertiary,no,1444,no,no,40239
38,management,married,tertiary,no,-558,yes,no,15656
59,self-employed,married,tertiary,no,2013,no,no,42335
34,technician,single,tertiary,no,2047,yes,no,17155
49,admin.,married,tertiary,no,6574,no,no,40204
44,management,married,tertiary,no,0,no,no,23698
35,management,single,tertiary,no,2975,no,no,19849
39,technician,married,secondary,no,24,yes,no,28077
39,management,single,secondary,no,-490,no,yes,26892
31,technician,divorced,tertiary,yes,1200,no,no,25453
55,services,married,secondary,no,0,no,no,35382
40,blue-collar,divorced,secondary,no,393,yes,yes,15228
53,housemaid,divorced,secondary,no,120,no,no,11047
40,admin.,married,primary,no,1314,yes,no,7108
54,self-employed,married,tertiary,no,66,yes,no,36544
35,technician,single,secondary,no,2496,yes,no,33605
52,blue-collar,married,primary,no,768,no,no,29735
36,management,single,tertiary,no,7506,yes,no,34922
40,admin.,married,secondary,no,540,yes,no,13748
60,admin.,married,secondary,no,3043,no,no,21521
33,management,divorced,secondary,no,321,no,yes,18219
59,housemaid,single,unknown,no,4639,no,no,12168
45,admin.,divorced,tertiary,no,569,yes,no,37915
41,blue-collar,married,primary,no,0,yes,no,30701
47,blue-collar,married,secondary,no,581,yes,no,23062
38,management,single,tertiary,no,0,no,no,16595
58,retired,married,secondary,no,624,yes,no,36726
53,admin.,married,secondary,no,172,no,no,21643
36,blue-collar,single,secondary,no,2962,yes,yes,10603
56,technician,married,tertiary,no,655,yes,yes,31829
47,housemaid,single,secondary,no,17023,no,no,39649
44,services,divorced,secondary,no,12,yes,yes,18768
56,technician,married,secondary,no,23,no,no,26444
34,services,married,secondary,no,0,yes,no,26961
32,technician,married,tertiary,no,2553,yes,no,16590
34,management,single,tertiary,no,29,yes,no,37394
40,technician,married,tertiary,no,0,no,no,21732
60,retired,married,secondary,no,5789,yes,no,36520
55,blue-collar,married,secondary,no,5443,no,yes,19086
27,student,single,tertiary,no,5291,no,no,42988
35,blue-collar,married,primary,no,-239,yes,no,5703
47,retired,divorced,secondary,no,700,yes,no,30650
56,blue-collar,married,primary,no,0,no,no,10866
55,blue-collar,married,secondary,no,212,yes,no,4315
50,technician,married,secondary,no,2497,yes,no,27219
61,retired,married,secondary,no,4248,yes,no,2993
34,technician,married,secondary,no,1,yes,no,25601
45,admin.,divorced,secondary,no,246,no,no,9608
29,services,single,secondary,no,146,yes,no,4169
53,unemployed,divorced,secondary,no,587,no,no,25702
34,admin.,married,secondary,no,642,yes,no,32628
53,blue-collar,married,unknown,no,111,no,no,12128
30,technician,single,tertiary,yes,23,no,no,20582
30,services,divorced,secondary,no,1016,yes,no,7122
58,admin.,married,primary,no,1119,no,no,43427
53,unemployed,married,secondary,no,94,no,no,44498
46,blue-collar,married,secondary,no,624,yes,no,32226
37,blue-collar,single,secondary,no,111,yes,no,1682
56,admin.,married,secondary,no,20,no,no,12548
28,admin.,married,secondary,no,-97,yes,no,28227
30,technician,single,secondary,no,411,yes,no,32424
24,technician,single,secondary,no,3843,no,no,44199
42,admin.,single,primary,no,629,yes,no,7467
36,blue-collar,married,primary,no,-20,yes,no,1055
37,blue-collar,single,unknown,no,871,yes,no,44374
37,blue-collar,married,secondary,no,-97,yes,no,9028
58,admin.,married,secondary,no,3496,yes,no,8317
61,retired,married,unknown,no,209,no,no,42294
55,management,married,secondary,no,8592,no,no,9821
53,self-employed,married,secondary,no,1,yes,yes,5517
28,services,single,secondary,no,525,no,no,16355
37,blue-collar,single,secondary,no,13156,yes,no,4955
27,services,single,secondary,no,123,yes,no,2070
32,blue-collar,married,secondary,no,2089,yes,no,25526
48,entrepreneur,divorced,tertiary,no,275,no,yes,9191
35,management,married,tertiary,no,1557,yes,yes,30318
32,blue-collar,single,secondary,no,623,yes,no,33606
54,management,married,tertiary,no,313,yes,no,307
36,management,single,tertiary,no,142,yes,no,16945
29,blue-collar,single,primary,no,343,no,no,12665
34,technician,married,secondary,no,904,no,no,30760
30,services,single,secondary,no,62,yes,no,26997
41,management,single,tertiary,no,203,no,no,31267
39,management,married,tertiary,no,0,yes,yes,15114
46,blue-collar,married,secondary,no,0,yes,no,5727
44,entrepreneur,single,unknown,no,323,no,no,40589
56,management,divorced,tertiary,no,2126,yes,no,24358
35,services,married,secondary,no,1317,yes,no,5094
76,retired,married,tertiary,no,0,no,no,41172
31,technician,married,secondary,no,169,yes,no,6155
59,retired,married,tertiary,no,422,yes,no,38090
31,services,single,secondary,no,1015,no,no,28462
47,blue-collar,married,primary,no,9346,no,no,22479
59,unemployed,married,tertiary,no,6,yes,no,13442
57,retired,married,tertiary,no,1029,no,yes,13079
45,blue-collar,married,secondary,no,521,yes,no,10901
